TransactionAmt,TransactionHour,card_type,ProductCD,email_match,device_type,distance,card1,card2,card3,card5,addr1,addr2,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,isFraud
54.0,18,0,4,0,0,5.0,10112,360.0,150.0,166.0,494.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,1,1,0
6.297,22,1,0,1,1,68.0,18301,459.0,185.0,224.0,-1.0,-1.0,2.0,6.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0,0.9166659712791444,0.9166659712791444,0.0,0.0,9.0,0.0,271.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
43.623,1,0,0,1,0,0.0,9300,103.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
49.0,17,0,4,0,0,121.0,13597,198.0,150.0,226.0,191.0,87.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,93.0,5.0,129.0,129.0,2.0,245.0,2.0,0.0,0.0,0.0,0.0,5.0,245.0,0.0,0.0,0.0,245.0,1,1,1,0,1,1,0,0,1,0
317.5,4,1,4,0,0,0.0,15066,170.0,150.0,102.0,330.0,87.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1,1,1,1,1,1,-1,-1,-1,0
44.0,0,0,4,0,0,0.0,1675,174.0,150.0,226.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,377.0,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,377.0,1,1,1,0,1,0,0,0,1,0
209.95,22,0,4,0,0,9.0,2884,490.0,150.0,226.0,264.0,87.0,97.0,90.0,0.0,0.0,98.0,65.0,0.0,0.0,76.0,0.0,73.0,0.0,467.0,77.0,337.0,337.0,31.0,344.0,8.0,0.0,0.0,0.0,0.0,338.0,344.0,0.0,0.0,0.0,344.0,1,1,1,-1,-1,1,0,1,1,0
100.0,14,1,2,1,1,0.0,2616,327.0,150.0,102.0,330.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
637.0,19,0,4,0,0,2.0,7919,194.0,150.0,202.0,315.0,87.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,143.0,143.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,245.0,1,1,0,0,1,0,0,1,1,0
100.0,13,0,2,0,1,0.0,1675,174.0,150.0,226.0,330.0,87.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,266.0,266.0,0.0,0.0,0.0,267.0,267.0,121.54166412353516,0.5416659712791443,0.0,0.0,0.0,0.0,0.0,267.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59.0,3,0,4,0,0,10.0,5556,483.0,150.0,195.0,325.0,87.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,52.0,52.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,20.0,51.0,0.0,0.0,0.0,51.0,1,1,1,0,0,1,0,0,1,0
159.95,13,1,4,0,0,0.0,17286,100.0,150.0,226.0,299.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,0,1,0
77.0,18,0,4,0,0,453.0,13295,321.0,150.0,226.0,436.0,87.0,7.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,44.0,6.0,25.0,0.0,25.0,267.0,25.0,0.0,0.0,0.0,0.0,25.0,564.0,0.0,0.0,0.0,550.0,1,1,1,0,1,0,-1,-1,-1,0
57.95,1,0,4,0,0,0.0,12686,215.0,150.0,226.0,433.0,87.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,74.0,74.0,13.0,74.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,74.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
15.95,22,0,4,0,0,13.0,15986,360.0,150.0,229.0,251.0,87.0,6.0,6.0,0.0,0.0,10.0,6.0,0.0,0.0,4.0,0.0,5.0,1.0,43.0,6.0,226.0,226.0,17.0,549.0,17.0,0.0,0.0,0.0,0.0,307.0,493.0,0.0,0.0,0.0,619.0,1,1,1,-1,-1,0,0,0,1,0
57.95,13,0,4,0,0,1.0,1974,111.0,150.0,226.0,184.0,87.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,2.0,23.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,403.0,0.0,0.0,0.0,580.0,1,1,1,-1,-1,1,0,0,1,0
100.0,0,0,2,1,1,0.0,6236,194.0,150.0,117.0,181.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
25.95,0,0,4,0,0,0.0,6542,174.0,150.0,226.0,324.0,87.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,62.0,2.0,96.0,96.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,550.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
59.0,17,0,4,0,0,0.0,12577,268.0,150.0,166.0,441.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,39.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,-1,-1,-1,1,0,0,-1,-1,-1,0
50.95,21,0,4,0,0,0.0,1311,-1.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,0,0,1,1,0
77.0,2,1,4,0,0,183.0,15851,225.0,150.0,219.0,181.0,87.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,132.0,132.0,27.0,131.0,27.0,0.0,0.0,0.0,0.0,80.0,131.0,0.0,0.0,0.0,131.0,1,1,1,0,1,1,-1,-1,-1,0
146.0,22,0,4,0,0,1.0,11675,127.0,150.0,224.0,181.0,87.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,2.0,446.0,446.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,110.0,446.0,0.0,0.0,0.0,446.0,1,1,1,0,1,1,1,1,1,0
29.0,22,0,4,0,0,13.0,7919,194.0,150.0,166.0,387.0,87.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,20.0,3.0,69.0,69.0,4.0,77.0,4.0,0.0,0.0,0.0,0.0,247.0,69.0,0.0,0.0,0.0,247.0,1,1,0,0,1,0,0,0,1,0
58.95,2,0,4,0,0,124.0,9500,321.0,150.0,226.0,330.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,185.0,185.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,74.0,0.0,0.0,0.0,185.0,1,1,1,-1,-1,0,-1,-1,-1,0
25.0,12,0,1,0,0,0.0,2803,100.0,150.0,226.0,441.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
28.217,20,0,0,1,1,7.0,15890,545.0,185.0,195.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
107.95,22,0,4,0,0,154.0,12322,539.0,150.0,117.0,299.0,87.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,1.0,585.0,585.0,25.0,531.0,25.0,0.0,0.0,0.0,0.0,585.0,319.0,0.0,0.0,0.0,101.0,1,1,1,-1,-1,1,0,0,1,0
22.97,19,0,4,0,0,6.0,9500,321.0,150.0,226.0,231.0,87.0,10.0,5.0,0.0,0.0,14.0,5.0,0.0,0.0,7.0,0.0,5.0,0.0,59.0,8.0,50.0,50.0,8.0,414.0,8.0,0.0,0.0,0.0,0.0,545.0,474.0,0.0,0.0,0.0,545.0,1,1,0,-1,-1,1,-1,-1,-1,1
107.95,14,0,4,0,0,0.0,12037,595.0,150.0,224.0,231.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,0,1,0
100.0,19,1,2,1,0,175.0,10616,583.0,150.0,226.0,143.0,87.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
107.95,21,1,4,0,0,0.0,8035,587.0,150.0,226.0,441.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
335.0,18,0,4,0,0,0.0,6372,411.0,150.0,195.0,299.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
39.0,18,0,4,0,0,1.0,7815,161.0,150.0,117.0,123.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,72.0,72.0,5.0,56.0,5.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,72.0,1,1,1,1,0,1,0,1,1,0
226.0,20,1,4,0,0,0.0,4141,404.0,150.0,102.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,55.0,55.0,40.0,55.0,40.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,1,1,1,0,0,1,0,0,1,0
34.319,1,0,0,1,0,0.0,5812,408.0,185.0,224.0,-1.0,-1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
83.5,4,1,4,0,0,455.0,2616,-1.0,150.0,102.0,126.0,87.0,6.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,20.0,5.0,28.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,101.0,0.0,0.0,0.0,256.0,1,1,1,0,0,0,0,0,0,0
59.0,23,0,4,0,0,0.0,9500,321.0,150.0,226.0,251.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,1,0,-1,-1,-1,0
53.97,23,0,4,0,0,0.0,8222,476.0,150.0,166.0,325.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,-1,-1,-1,0
44.5,15,0,4,0,0,0.0,7919,194.0,150.0,166.0,325.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0
225.0,22,0,4,0,0,21.0,10989,360.0,150.0,166.0,126.0,87.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,42.0,1,1,1,0,0,0,-1,-1,-1,0
110.95,13,0,4,0,0,21.0,1939,360.0,150.0,166.0,330.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,-1,-1,-1,0
1104.0,22,0,4,0,0,0.0,13780,298.0,150.0,226.0,441.0,87.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,471.0,1,1,1,1,1,0,0,0,1,0
6.148,2,0,0,1,0,0.0,15885,545.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
5.888,21,0,0,1,0,0.0,15885,545.0,185.0,138.0,-1.0,-1.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,1.0,1.0,29.0,22.0,14.0,30.0,30.0,30.0,30.0,14.875,0.875,0.0,0.0,30.0,14.0,0.0,30.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
250.0,21,0,2,0,0,1364.0,16132,111.0,150.0,226.0,299.0,87.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,153.875,0.875,0.0,0.0,0.0,0.0,0.0,355.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
41.111,22,0,0,1,1,1.0,15257,375.0,185.0,224.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,526.0,526.0,526.0,526.0,494.0,526.0,494.0,0.0,0.0,0.0,0.0,526.0,0.0,0.0,526.0,-1,-1,-1,0,-1,-1,-1,-1,-1,0
67.95,17,0,4,0,0,0.0,3484,372.0,150.0,117.0,264.0,87.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
51.643,19,0,0,1,0,73.0,3154,408.0,185.0,224.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
88.95,23,0,4,0,0,8.0,17188,321.0,150.0,226.0,299.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,51.0,51.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,52.0,1,1,1,-1,-1,0,0,0,1,0
15.95,17,0,4,0,0,0.0,9364,225.0,150.0,166.0,123.0,87.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,22.0,4.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,219.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
13.992,21,0,0,1,0,0.0,16136,204.0,185.0,138.0,-1.0,-1.0,2.0,5.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.0,0.0,0.0,1.0,359.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
100.0,15,1,2,0,0,0.0,3660,399.0,150.0,236.0,327.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
57.95,22,0,4,0,0,0.0,14649,548.0,150.0,226.0,476.0,87.0,7.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,21.0,4.0,166.0,166.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,501.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
50.0,4,1,2,1,1,0.0,1724,583.0,150.0,226.0,194.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.16666412353516,0.1666660010814666,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
81.27,4,0,0,1,1,969.0,5347,408.0,185.0,102.0,-1.0,-1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,150.0,150.0,150.0,150.0,150.1666717529297,0.1666660010814666,0.0,0.0,150.0,150.0,0.0,0.0,-1,-1,-1,0,-1,-1,-1,-1,-1,0
51.961,22,0,0,1,1,0.0,9917,142.0,185.0,138.0,-1.0,-1.0,5.0,7.0,0.0,3.0,0.0,3.0,3.0,5.0,0.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,2.9166660308837886,0.9166659712791444,0.0,0.0,4.0,0.0,101.0,0.0,-1,-1,-1,0,-1,-1,-1,-1,-1,1
49.0,6,0,4,0,0,0.0,2781,-1.0,150.0,166.0,264.0,87.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,3.0,92.0,92.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,-1,-1,-1,2,1,0,-1,-1,-1,0
159.95,23,0,4,0,0,66.0,7676,512.0,150.0,226.0,420.0,87.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,1.0,142.0,142.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,106.0,0.0,0.0,0.0,142.0,1,1,0,-1,-1,0,0,0,1,0
24.0,0,1,4,0,0,0.0,15066,170.0,150.0,102.0,315.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0
59.41,20,0,4,0,0,3762.0,17188,321.0,150.0,226.0,343.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,0
25.0,18,0,3,0,0,0.0,11207,361.0,150.0,226.0,126.0,87.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,38.0,1.0,0.0,22.0,1.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
50.0,1,0,1,0,1,0.0,10012,555.0,150.0,226.0,512.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59.0,14,0,4,0,0,12.0,7069,111.0,150.0,166.0,325.0,87.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,0,0,0,1,0
77.0,22,1,4,0,0,6.0,11653,561.0,150.0,224.0,299.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,533.0,533.0,0.0,0.0,0.0,0.0,533.0,533.0,0.0,0.0,0.0,533.0,1,1,1,1,0,-1,0,0,1,0
468.56,22,1,4,0,0,21.0,9043,170.0,150.0,195.0,387.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,0,0,0,1,0
59.0,16,0,4,0,0,0.0,10313,258.0,150.0,226.0,469.0,87.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,149.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,149.0,1,1,1,0,0,1,0,0,1,0
58.95,20,0,4,0,0,8.0,6352,310.0,150.0,117.0,441.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,0,1,0
107.95,19,0,4,0,0,6.0,13623,585.0,150.0,226.0,498.0,87.0,95.0,90.0,0.0,0.0,138.0,79.0,0.0,0.0,73.0,0.0,67.0,0.0,558.0,85.0,601.0,601.0,14.0,641.0,14.0,0.0,0.0,0.0,0.0,641.0,532.0,0.0,0.0,0.0,641.0,1,1,1,-1,-1,1,0,0,1,0
107.95,16,0,4,0,0,0.0,7005,111.0,150.0,226.0,310.0,87.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,30.0,30.0,30.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
92.835,1,1,0,1,1,0.0,4504,500.0,185.0,219.0,-1.0,-1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416660010814666,0.0416660010814666,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
54.5,16,0,4,0,0,0.0,16297,544.0,150.0,117.0,123.0,87.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,399.0,399.0,33.0,399.0,33.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,399.0,1,1,1,0,0,0,0,1,1,0
21.0,22,0,4,0,0,0.0,6236,194.0,150.0,117.0,181.0,87.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,338.0,-1,-1,-1,0,1,1,-1,-1,-1,0
49.0,23,0,4,0,0,305.0,8528,215.0,150.0,226.0,272.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,-1,-1,-1,0
150.0,0,0,4,0,0,0.0,1744,530.0,150.0,226.0,476.0,87.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,51.0,51.0,25.0,50.0,11.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,-1,-1,-1,0,0,0,-1,-1,-1,0
311.95,9,0,4,0,0,7.0,15316,252.0,150.0,226.0,184.0,87.0,5.0,6.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,43.0,5.0,603.0,603.0,75.0,603.0,75.0,0.0,0.0,0.0,0.0,603.0,602.0,0.0,0.0,0.0,114.0,1,0,0,-1,-1,0,0,0,0,0
